feature	chromosome	start	end	LGG150
8:83220001-83235000	8	83220001	83235000	0.111
8:83235001-83250000	8	83235001	83250000	0.291
8:83250001-83265000	8	83250001	83265000	0.22
8:83265001-83280000	8	83265001	83280000	0.074
8:83280001-83295000	8	83280001	83295000	-0.181
8:83295001-83310000	8	83295001	83310000	0.535
8:83310001-83325000	8	83310001	83325000	0.224
8:83325001-83340000	8	83325001	83340000	0.122
8:83340001-83355000	8	83340001	83355000	-0.244
8:83355001-83370000	8	83355001	83370000	-0.052
8:83370001-83385000	8	83370001	83385000	0.078
8:83385001-83400000	8	83385001	83400000	0.357
8:83400001-83415000	8	83400001	83415000	-0.203
8:83415001-83430000	8	83415001	83430000	-0.323
8:83430001-83445000	8	83430001	83445000	0.045
8:83445001-83460000	8	83445001	83460000	0.318
8:83460001-83475000	8	83460001	83475000	0.089
8:83475001-83490000	8	83475001	83490000	0.38
8:83490001-83505000	8	83490001	83505000	0.162
8:83505001-83520000	8	83505001	83520000	-0.336
8:83520001-83535000	8	83520001	83535000	-0.12
8:83535001-83550000	8	83535001	83550000	0.079
8:83550001-83565000	8	83550001	83565000	-0.207
8:83565001-83580000	8	83565001	83580000	-0.288
8:83580001-83595000	8	83580001	83595000	0.07
8:83595001-83610000	8	83595001	83610000	-0.01
8:83610001-83625000	8	83610001	83625000	0.133
8:83625001-83640000	8	83625001	83640000	-0.233
8:83640001-83655000	8	83640001	83655000	0.189
8:83655001-83670000	8	83655001	83670000	-0.034
8:83670001-83685000	8	83670001	83685000	0.256
8:83685001-83700000	8	83685001	83700000	0.145
8:83700001-83715000	8	83700001	83715000	-0.207
8:83715001-83730000	8	83715001	83730000	0.086
8:83730001-83745000	8	83730001	83745000	-0.059
8:83745001-83760000	8	83745001	83760000	-0.079
8:83760001-83775000	8	83760001	83775000	0.034
8:83775001-83790000	8	83775001	83790000	0.153
8:83790001-83805000	8	83790001	83805000	0.031
8:83805001-83820000	8	83805001	83820000	-0.358
8:83820001-83835000	8	83820001	83835000	-0.122
8:83835001-83850000	8	83835001	83850000	-0.048
8:83850001-83865000	8	83850001	83865000	0.021
8:83865001-83880000	8	83865001	83880000	-0.091
8:83880001-83895000	8	83880001	83895000	0.461
8:83895001-83910000	8	83895001	83910000	0.311
8:83910001-83925000	8	83910001	83925000	0.284
8:83925001-83940000	8	83925001	83940000	-0.056
8:83940001-83955000	8	83940001	83955000	-0.089
8:83955001-83970000	8	83955001	83970000	-0.024
8:83970001-83985000	8	83970001	83985000	-0.344
8:83985001-84000000	8	83985001	84000000	0.073
8:84000001-84015000	8	84000001	84015000	0.074
8:84015001-84030000	8	84015001	84030000	-0.033
8:84030001-84045000	8	84030001	84045000	0.083
8:84045001-84060000	8	84045001	84060000	0.255
8:84060001-84075000	8	84060001	84075000	0.407
8:84075001-84090000	8	84075001	84090000	-0.096
8:84090001-84105000	8	84090001	84105000	0.299
8:84105001-84120000	8	84105001	84120000	0.318
8:84120001-84135000	8	84120001	84135000	-0.136
8:84135001-84150000	8	84135001	84150000	-0.424
8:84150001-84165000	8	84150001	84165000	-0.13
8:84165001-84180000	8	84165001	84180000	0.057
8:84180001-84195000	8	84180001	84195000	0.22
8:84195001-84210000	8	84195001	84210000	-0.373
8:84210001-84225000	8	84210001	84225000	-0.228
8:84225001-84240000	8	84225001	84240000	0.244
8:84240001-84255000	8	84240001	84255000	-0.1
8:84255001-84270000	8	84255001	84270000	-0.268
8:84270001-84285000	8	84270001	84285000	-0.032
8:84285001-84300000	8	84285001	84300000	-0.271
8:84300001-84315000	8	84300001	84315000	0.152
8:84315001-84330000	8	84315001	84330000	0.138
8:84330001-84345000	8	84330001	84345000	-0.365
8:84345001-84360000	8	84345001	84360000	-0.022
8:84360001-84375000	8	84360001	84375000	-0.558
8:84375001-84390000	8	84375001	84390000	-0.253
8:84390001-84405000	8	84390001	84405000	-0.055
8:84405001-84420000	8	84405001	84420000	0.2
8:84420001-84435000	8	84420001	84435000	-0.219
8:84435001-84450000	8	84435001	84450000	0.297
8:84450001-84465000	8	84450001	84465000	-0.462
8:84465001-84480000	8	84465001	84480000	0.384
8:84480001-84495000	8	84480001	84495000	-0.288
8:84495001-84510000	8	84495001	84510000	-0.108
8:84510001-84525000	8	84510001	84525000	0.08
8:84525001-84540000	8	84525001	84540000	-0.2
8:84540001-84555000	8	84540001	84555000	0.221
8:84555001-84570000	8	84555001	84570000	0.18
8:84570001-84585000	8	84570001	84585000	0.138
8:84585001-84600000	8	84585001	84600000	-0.293
8:84600001-84615000	8	84600001	84615000	-0.04
8:84615001-84630000	8	84615001	84630000	0.194
8:84630001-84645000	8	84630001	84645000	-0.201
8:84645001-84660000	8	84645001	84660000	-0.153
8:84660001-84675000	8	84660001	84675000	0.152
8:84675001-84690000	8	84675001	84690000	-0.18
8:84690001-84705000	8	84690001	84705000	-0.199
8:84705001-84720000	8	84705001	84720000	-0.12
8:84720001-84735000	8	84720001	84735000	-0.159
8:84735001-84750000	8	84735001	84750000	-0.301
8:84750001-84765000	8	84750001	84765000	0.012
8:84765001-84780000	8	84765001	84780000	-0.415
8:84780001-84795000	8	84780001	84795000	0.421
8:84795001-84810000	8	84795001	84810000	0.049
8:84825001-84840000	8	84825001	84840000	0.279
8:84840001-84855000	8	84840001	84855000	0.313
8:84855001-84870000	8	84855001	84870000	-0.112
8:84870001-84885000	8	84870001	84885000	0.251
8:84885001-84900000	8	84885001	84900000	0.393
8:84900001-84915000	8	84900001	84915000	0.002
8:84915001-84930000	8	84915001	84930000	0.183
8:84930001-84945000	8	84930001	84945000	0.091
8:84945001-84960000	8	84945001	84960000	0.112
8:84960001-84975000	8	84960001	84975000	0.516
8:84975001-84990000	8	84975001	84990000	-0.077
8:84990001-85005000	8	84990001	85005000	-0.143
8:85005001-85020000	8	85005001	85020000	-0.05
8:85020001-85035000	8	85020001	85035000	-0.413
8:85035001-85050000	8	85035001	85050000	0.036
8:85050001-85065000	8	85050001	85065000	-0.407
8:85065001-85080000	8	85065001	85080000	-0.059
8:85080001-85095000	8	85080001	85095000	-0.498
8:85110001-85125000	8	85110001	85125000	0.238
8:85125001-85140000	8	85125001	85140000	0.013
8:85140001-85155000	8	85140001	85155000	-0.118
8:85155001-85170000	8	85155001	85170000	-0.47
8:85170001-85185000	8	85170001	85185000	-0.023
8:85185001-85200000	8	85185001	85200000	-0.332
8:85200001-85215000	8	85200001	85215000	0.493
8:85215001-85230000	8	85215001	85230000	0.018
8:85230001-85245000	8	85230001	85245000	0.074
8:85245001-85260000	8	85245001	85260000	-0.084
8:85260001-85275000	8	85260001	85275000	0.126
8:85275001-85290000	8	85275001	85290000	0.028
8:85290001-85305000	8	85290001	85305000	0.135
8:85305001-85320000	8	85305001	85320000	0.009
8:85320001-85335000	8	85320001	85335000	0.076
8:85335001-85350000	8	85335001	85350000	0.133
8:85350001-85365000	8	85350001	85365000	0.272
8:85365001-85380000	8	85365001	85380000	0.183
8:85380001-85395000	8	85380001	85395000	0.228
8:85395001-85410000	8	85395001	85410000	-0.041
8:85410001-85425000	8	85410001	85425000	0.079
8:85425001-85440000	8	85425001	85440000	0.022
8:85440001-85455000	8	85440001	85455000	-0.116
8:85455001-85470000	8	85455001	85470000	0.07
8:85470001-85485000	8	85470001	85485000	0.372
8:85485001-85500000	8	85485001	85500000	-0.16
8:85500001-85515000	8	85500001	85515000	-0.059
8:85515001-85530000	8	85515001	85530000	0.185
8:85530001-85545000	8	85530001	85545000	0.286
8:85545001-85560000	8	85545001	85560000	0.338
8:85560001-85575000	8	85560001	85575000	0.03
8:85575001-85590000	8	85575001	85590000	-0.073
8:85590001-85605000	8	85590001	85605000	0.344
8:85605001-85620000	8	85605001	85620000	-0.532
8:85620001-85635000	8	85620001	85635000	0.335
8:85635001-85650000	8	85635001	85650000	0.331
8:85650001-85665000	8	85650001	85665000	-0.037
8:85665001-85680000	8	85665001	85680000	0.294
8:85680001-85695000	8	85680001	85695000	0.127
8:85695001-85710000	8	85695001	85710000	0.014
8:85710001-85725000	8	85710001	85725000	0.184
8:85725001-85740000	8	85725001	85740000	0.113
8:85740001-85755000	8	85740001	85755000	0.121
8:85755001-85770000	8	85755001	85770000	0.018
8:85770001-85785000	8	85770001	85785000	0.364
8:85785001-85800000	8	85785001	85800000	0.037
8:85800001-85815000	8	85800001	85815000	0.055
8:85815001-85830000	8	85815001	85830000	0.147
8:85830001-85845000	8	85830001	85845000	-0.139
8:85845001-85860000	8	85845001	85860000	0.554
8:85860001-85875000	8	85860001	85875000	-0.069
8:85875001-85890000	8	85875001	85890000	0.014
8:85890001-85905000	8	85890001	85905000	-0.077
8:85920001-85935000	8	85920001	85935000	0.547
8:85935001-85950000	8	85935001	85950000	0.248
8:85950001-85965000	8	85950001	85965000	0.397
8:85965001-85980000	8	85965001	85980000	0.137
8:85980001-85995000	8	85980001	85995000	0.386
8:85995001-86010000	8	85995001	86010000	-0.217
8:86010001-86025000	8	86010001	86025000	0.277
8:86025001-86040000	8	86025001	86040000	0.023
8:86040001-86055000	8	86040001	86055000	0.447
8:86055001-86070000	8	86055001	86070000	0.096
8:86070001-86085000	8	86070001	86085000	-0.18
8:86085001-86100000	8	86085001	86100000	0.036
8:86100001-86115000	8	86100001	86115000	0.442
8:86115001-86130000	8	86115001	86130000	-0.212
8:86130001-86145000	8	86130001	86145000	0.02
8:86145001-86160000	8	86145001	86160000	0.209
8:86160001-86175000	8	86160001	86175000	-0.38
8:86175001-86190000	8	86175001	86190000	0.105
8:86190001-86205000	8	86190001	86205000	0.184
8:86205001-86220000	8	86205001	86220000	0.214
8:86220001-86235000	8	86220001	86235000	0.215
8:86235001-86250000	8	86235001	86250000	0.133
8:86250001-86265000	8	86250001	86265000	0.186
8:86265001-86280000	8	86265001	86280000	0.244
8:86280001-86295000	8	86280001	86295000	-0.105
8:86295001-86310000	8	86295001	86310000	0.251
8:86310001-86325000	8	86310001	86325000	0.3
8:86325001-86340000	8	86325001	86340000	0.14
8:86340001-86355000	8	86340001	86355000	0.356
8:86355001-86370000	8	86355001	86370000	0.384
8:86370001-86385000	8	86370001	86385000	0.359
8:86385001-86400000	8	86385001	86400000	-0.032
8:86400001-86415000	8	86400001	86415000	0.042
8:86415001-86430000	8	86415001	86430000	0.375
8:86430001-86445000	8	86430001	86445000	0.162
8:86445001-86460000	8	86445001	86460000	0.101
8:86460001-86475000	8	86460001	86475000	-0.189
8:86475001-86490000	8	86475001	86490000	0.217
8:86490001-86505000	8	86490001	86505000	0.332
8:86505001-86520000	8	86505001	86520000	0.168
8:86520001-86535000	8	86520001	86535000	0.305
8:86535001-86550000	8	86535001	86550000	0.092
8:86835001-86850000	8	86835001	86850000	0.371
8:86850001-86865000	8	86850001	86865000	0.003
8:86865001-86880000	8	86865001	86880000	0.308
8:86880001-86895000	8	86880001	86895000	0.238
8:86895001-86910000	8	86895001	86910000	0.31
8:86910001-86925000	8	86910001	86925000	0.236
8:86925001-86940000	8	86925001	86940000	0.048
8:86940001-86955000	8	86940001	86955000	0.225
8:86955001-86970000	8	86955001	86970000	0.433
8:86970001-86985000	8	86970001	86985000	0.142
8:86985001-87000000	8	86985001	87000000	-0.003
8:87000001-87015000	8	87000001	87015000	0.086
8:87015001-87030000	8	87015001	87030000	-0.083
8:87030001-87045000	8	87030001	87045000	0.293
8:87045001-87060000	8	87045001	87060000	0.437
8:87060001-87075000	8	87060001	87075000	0.107
8:87075001-87090000	8	87075001	87090000	0.273
8:87090001-87105000	8	87090001	87105000	0.02
8:87105001-87120000	8	87105001	87120000	0.072
8:87120001-87135000	8	87120001	87135000	-0.212
8:87135001-87150000	8	87135001	87150000	0.412
8:87150001-87165000	8	87150001	87165000	-0.336
8:87165001-87180000	8	87165001	87180000	0.002
8:87180001-87195000	8	87180001	87195000	0.099
8:87195001-87210000	8	87195001	87210000	0.446
8:87210001-87225000	8	87210001	87225000	-0.101
8:87225001-87240000	8	87225001	87240000	-0.15
8:87240001-87255000	8	87240001	87255000	0.229
8:87255001-87270000	8	87255001	87270000	-0.493
8:87270001-87285000	8	87270001	87285000	-0.703
8:87285001-87300000	8	87285001	87300000	0.055
8:87300001-87315000	8	87300001	87315000	0.072
8:87315001-87330000	8	87315001	87330000	0.306
8:87330001-87345000	8	87330001	87345000	-0.12
8:87345001-87360000	8	87345001	87360000	-0.01
8:87360001-87375000	8	87360001	87375000	-0.101
8:87375001-87390000	8	87375001	87390000	0.212
8:87390001-87405000	8	87390001	87405000	0.258
8:87405001-87420000	8	87405001	87420000	0.257
8:87420001-87435000	8	87420001	87435000	0.108
8:87435001-87450000	8	87435001	87450000	-0.018
8:87450001-87465000	8	87450001	87465000	0.232
8:87465001-87480000	8	87465001	87480000	0.44
8:87480001-87495000	8	87480001	87495000	0.101
8:87495001-87510000	8	87495001	87510000	0.574
8:87510001-87525000	8	87510001	87525000	0.111
8:87525001-87540000	8	87525001	87540000	0.138
8:87540001-87555000	8	87540001	87555000	0.187
8:87555001-87570000	8	87555001	87570000	-0.189
8:87570001-87585000	8	87570001	87585000	0.149
8:87585001-87600000	8	87585001	87600000	-0.36
8:87600001-87615000	8	87600001	87615000	-0.055
8:87615001-87630000	8	87615001	87630000	0.257
8:87630001-87645000	8	87630001	87645000	0.64
8:87645001-87660000	8	87645001	87660000	0.247
8:87660001-87675000	8	87660001	87675000	0.273
8:87675001-87690000	8	87675001	87690000	-0.021
8:87690001-87705000	8	87690001	87705000	0.185
8:87705001-87720000	8	87705001	87720000	-0.61
8:87720001-87735000	8	87720001	87735000	0.02
8:87735001-87750000	8	87735001	87750000	0.048
8:87750001-87765000	8	87750001	87765000	0.319
8:87765001-87780000	8	87765001	87780000	-0.052
8:87780001-87795000	8	87780001	87795000	-0.12
8:87795001-87810000	8	87795001	87810000	-0.157
8:87810001-87825000	8	87810001	87825000	0.029
8:87825001-87840000	8	87825001	87840000	0.07
8:87840001-87855000	8	87840001	87855000	0.101
8:87855001-87870000	8	87855001	87870000	-0.227
8:87870001-87885000	8	87870001	87885000	-0.091
8:87885001-87900000	8	87885001	87900000	-0.035
8:87900001-87915000	8	87900001	87915000	0.247
8:87915001-87930000	8	87915001	87930000	0.011
8:87930001-87945000	8	87930001	87945000	0.091
8:87945001-87960000	8	87945001	87960000	0.396
8:87960001-87975000	8	87960001	87975000	0.681
8:87975001-87990000	8	87975001	87990000	-0.04
8:87990001-88005000	8	87990001	88005000	0.302
8:88005001-88020000	8	88005001	88020000	0.229
8:88020001-88035000	8	88020001	88035000	0.138
8:88035001-88050000	8	88035001	88050000	-0.163
8:88050001-88065000	8	88050001	88065000	-0.214
8:88065001-88080000	8	88065001	88080000	0.172
8:88080001-88095000	8	88080001	88095000	0.19
8:88095001-88110000	8	88095001	88110000	-0.154
8:88110001-88125000	8	88110001	88125000	0.055
8:88125001-88140000	8	88125001	88140000	0.271
8:88140001-88155000	8	88140001	88155000	-0.063
8:88155001-88170000	8	88155001	88170000	0.195
8:88170001-88185000	8	88170001	88185000	0.391
8:88185001-88200000	8	88185001	88200000	0.127
8:88200001-88215000	8	88200001	88215000	-0.052
8:88215001-88230000	8	88215001	88230000	0.151
8:88230001-88245000	8	88230001	88245000	0.381
8:88245001-88260000	8	88245001	88260000	0.205
8:88260001-88275000	8	88260001	88275000	-0.08
8:88275001-88290000	8	88275001	88290000	0.077
8:88290001-88305000	8	88290001	88305000	0.099
8:88305001-88320000	8	88305001	88320000	-0.438
8:88320001-88335000	8	88320001	88335000	0.22
8:88335001-88350000	8	88335001	88350000	0.008
8:88350001-88365000	8	88350001	88365000	0.154
8:88365001-88380000	8	88365001	88380000	-0.244
8:88380001-88395000	8	88380001	88395000	0.047
8:88395001-88410000	8	88395001	88410000	0.334
8:88410001-88425000	8	88410001	88425000	-0.37
8:88425001-88440000	8	88425001	88440000	-0.138
8:88440001-88455000	8	88440001	88455000	0.305
8:88455001-88470000	8	88455001	88470000	0.07
8:88470001-88485000	8	88470001	88485000	0.572
8:88485001-88500000	8	88485001	88500000	0.001
8:88500001-88515000	8	88500001	88515000	0.09
8:88515001-88530000	8	88515001	88530000	0.057
8:88530001-88545000	8	88530001	88545000	0.023
8:88545001-88560000	8	88545001	88560000	0.289
8:88560001-88575000	8	88560001	88575000	0.264
8:88575001-88590000	8	88575001	88590000	0.172
8:88590001-88605000	8	88590001	88605000	-0.087
8:88605001-88620000	8	88605001	88620000	0.117
8:88620001-88635000	8	88620001	88635000	0.348
8:88635001-88650000	8	88635001	88650000	-0.229
8:88650001-88665000	8	88650001	88665000	0.228
8:88665001-88680000	8	88665001	88680000	0.083
8:88680001-88695000	8	88680001	88695000	0.365
8:88695001-88710000	8	88695001	88710000	-0.44
8:88710001-88725000	8	88710001	88725000	0.251
8:88725001-88740000	8	88725001	88740000	0.377
8:88740001-88755000	8	88740001	88755000	0.028
8:88755001-88770000	8	88755001	88770000	-0.035
8:88770001-88785000	8	88770001	88785000	0.145
8:88785001-88800000	8	88785001	88800000	0.244
8:88800001-88815000	8	88800001	88815000	0.237
8:88815001-88830000	8	88815001	88830000	-0.084
8:88830001-88845000	8	88830001	88845000	0.172
8:88845001-88860000	8	88845001	88860000	0.058
8:88860001-88875000	8	88860001	88875000	0.54
8:88875001-88890000	8	88875001	88890000	0.021
8:88890001-88905000	8	88890001	88905000	0.15
8:88905001-88920000	8	88905001	88920000	0.293
8:88920001-88935000	8	88920001	88935000	0.354
8:88935001-88950000	8	88935001	88950000	0.196
8:88950001-88965000	8	88950001	88965000	0.127
8:88965001-88980000	8	88965001	88980000	0.165
8:88980001-88995000	8	88980001	88995000	0.235
8:88995001-89010000	8	88995001	89010000	0.145
8:89010001-89025000	8	89010001	89025000	0.082
8:89025001-89040000	8	89025001	89040000	0.242
8:89040001-89055000	8	89040001	89055000	-0.353
8:89055001-89070000	8	89055001	89070000	-0.13
8:89070001-89085000	8	89070001	89085000	0.11
8:89085001-89100000	8	89085001	89100000	0.509
8:89100001-89115000	8	89100001	89115000	0.392
8:89115001-89130000	8	89115001	89130000	0.086
8:89130001-89145000	8	89130001	89145000	0.425
8:89145001-89160000	8	89145001	89160000	0.484
8:89175001-89190000	8	89175001	89190000	0.036
8:89190001-89205000	8	89190001	89205000	0.25
8:89205001-89220000	8	89205001	89220000	0.042
8:89220001-89235000	8	89220001	89235000	0.378
8:89235001-89250000	8	89235001	89250000	0.212
8:89250001-89265000	8	89250001	89265000	0.123
8:89265001-89280000	8	89265001	89280000	0.196
8:89280001-89295000	8	89280001	89295000	0.265
8:89295001-89310000	8	89295001	89310000	0.038
8:89310001-89325000	8	89310001	89325000	-0.097
8:89325001-89340000	8	89325001	89340000	0.463
8:89340001-89355000	8	89340001	89355000	0.43
8:89355001-89370000	8	89355001	89370000	-0.075
8:89370001-89385000	8	89370001	89385000	-0.048
8:89385001-89400000	8	89385001	89400000	0.343
8:89400001-89415000	8	89400001	89415000	0.28
8:89415001-89430000	8	89415001	89430000	-0.188
8:89430001-89445000	8	89430001	89445000	0.049
8:89445001-89460000	8	89445001	89460000	-0.122
8:89460001-89475000	8	89460001	89475000	0.035
8:89475001-89490000	8	89475001	89490000	0.474
8:89490001-89505000	8	89490001	89505000	0.416
8:89505001-89520000	8	89505001	89520000	-0.432
8:89520001-89535000	8	89520001	89535000	0.05
8:89535001-89550000	8	89535001	89550000	-0.507
8:89550001-89565000	8	89550001	89565000	0.042
8:89565001-89580000	8	89565001	89580000	-0.271
8:89595001-89610000	8	89595001	89610000	0.355
8:89610001-89625000	8	89610001	89625000	0.288
8:89625001-89640000	8	89625001	89640000	0.143
8:89640001-89655000	8	89640001	89655000	0.058
8:89655001-89670000	8	89655001	89670000	0.272
8:89670001-89685000	8	89670001	89685000	-0.057
8:89685001-89700000	8	89685001	89700000	-0.04
8:89700001-89715000	8	89700001	89715000	0.396
8:89715001-89730000	8	89715001	89730000	0.126
8:89730001-89745000	8	89730001	89745000	0.192
8:89745001-89760000	8	89745001	89760000	-0.119
8:89760001-89775000	8	89760001	89775000	0.083
8:89775001-89790000	8	89775001	89790000	0.538
8:89790001-89805000	8	89790001	89805000	-0.09
8:89805001-89820000	8	89805001	89820000	-0.507
8:89820001-89835000	8	89820001	89835000	0.046
8:89835001-89850000	8	89835001	89850000	0.359
8:89850001-89865000	8	89850001	89865000	0.352
8:89865001-89880000	8	89865001	89880000	0.179
8:89880001-89895000	8	89880001	89895000	0.238
8:89895001-89910000	8	89895001	89910000	0.05
8:89910001-89925000	8	89910001	89925000	-0.803
8:89925001-89940000	8	89925001	89940000	0.213
8:89940001-89955000	8	89940001	89955000	-0.076
8:89955001-89970000	8	89955001	89970000	-0.028
8:89970001-89985000	8	89970001	89985000	0.246
8:89985001-90000000	8	89985001	90000000	-0.121
8:90000001-90015000	8	90000001	90015000	0.176
8:90015001-90030000	8	90015001	90030000	0.205
8:90030001-90045000	8	90030001	90045000	0.421
8:90045001-90060000	8	90045001	90060000	-0.04
8:90060001-90075000	8	90060001	90075000	-0.262
8:90075001-90090000	8	90075001	90090000	0.309
8:90090001-90105000	8	90090001	90105000	0.128
8:90105001-90120000	8	90105001	90120000	-0.087
8:90120001-90135000	8	90120001	90135000	0.117
8:90135001-90150000	8	90135001	90150000	0.025
8:90150001-90165000	8	90150001	90165000	0.305
8:90180001-90195000	8	90180001	90195000	-0.068
8:90195001-90210000	8	90195001	90210000	-0.229
8:90210001-90225000	8	90210001	90225000	0.111
8:90225001-90240000	8	90225001	90240000	0.781
8:90240001-90255000	8	90240001	90255000	-0.432
8:90255001-90270000	8	90255001	90270000	0.442
8:90270001-90285000	8	90270001	90285000	-0.005
8:90285001-90300000	8	90285001	90300000	-0.07
8:90300001-90315000	8	90300001	90315000	-0.049
8:90315001-90330000	8	90315001	90330000	0.013
8:90330001-90345000	8	90330001	90345000	0.499
8:90345001-90360000	8	90345001	90360000	0.473
8:90360001-90375000	8	90360001	90375000	-0.273
8:90375001-90390000	8	90375001	90390000	0.52
8:90390001-90405000	8	90390001	90405000	0.486
8:90405001-90420000	8	90405001	90420000	0.509
8:90420001-90435000	8	90420001	90435000	0.156
8:90435001-90450000	8	90435001	90450000	0.572
8:90450001-90465000	8	90450001	90465000	0.22
8:90465001-90480000	8	90465001	90480000	0.001
8:90480001-90495000	8	90480001	90495000	-0.443
8:90495001-90510000	8	90495001	90510000	-0.466
8:90510001-90525000	8	90510001	90525000	-0.011
8:90525001-90540000	8	90525001	90540000	-0.309
8:90570001-90585000	8	90570001	90585000	0.188
8:90585001-90600000	8	90585001	90600000	0.075
8:90600001-90615000	8	90600001	90615000	0.348
8:90615001-90630000	8	90615001	90630000	0.214
8:90630001-90645000	8	90630001	90645000	0.077
8:90645001-90660000	8	90645001	90660000	0.368
8:90660001-90675000	8	90660001	90675000	0.272
8:90675001-90690000	8	90675001	90690000	0.662
8:90690001-90705000	8	90690001	90705000	0.083
8:90705001-90720000	8	90705001	90720000	0.186
8:90735001-90750000	8	90735001	90750000	0.072
8:90750001-90765000	8	90750001	90765000	0.273
8:90765001-90780000	8	90765001	90780000	-0.096
8:90780001-90795000	8	90780001	90795000	0.205
8:90795001-90810000	8	90795001	90810000	-0.018
8:90810001-90825000	8	90810001	90825000	0.329
8:90825001-90840000	8	90825001	90840000	0.188
8:90840001-90855000	8	90840001	90855000	-0.212
8:90855001-90870000	8	90855001	90870000	-0.019
8:90870001-90885000	8	90870001	90885000	-0.265
8:90885001-90900000	8	90885001	90900000	0.075
8:90900001-90915000	8	90900001	90915000	0.361
8:90915001-90930000	8	90915001	90930000	0.162
8:90930001-90945000	8	90930001	90945000	0.474
8:90945001-90960000	8	90945001	90960000	0.303
8:90960001-90975000	8	90960001	90975000	0.087
8:90975001-90990000	8	90975001	90990000	-0.183
8:90990001-91005000	8	90990001	91005000	0.384
8:91005001-91020000	8	91005001	91020000	0.453
8:91020001-91035000	8	91020001	91035000	0.29
8:91035001-91050000	8	91035001	91050000	0.331
8:91065001-91080000	8	91065001	91080000	0.256
8:91080001-91095000	8	91080001	91095000	-0.091
8:91095001-91110000	8	91095001	91110000	-0.021
8:91110001-91125000	8	91110001	91125000	-0.371
8:91125001-91140000	8	91125001	91140000	-0.132
8:91140001-91155000	8	91140001	91155000	-0.18
8:91155001-91170000	8	91155001	91170000	0.002
8:91170001-91185000	8	91170001	91185000	0.044
8:91185001-91200000	8	91185001	91200000	0.029
8:91200001-91215000	8	91200001	91215000	-0.52
8:91215001-91230000	8	91215001	91230000	0.367
8:91230001-91245000	8	91230001	91245000	0.096
8:91245001-91260000	8	91245001	91260000	-0.093
8:91260001-91275000	8	91260001	91275000	0.509
8:91275001-91290000	8	91275001	91290000	0.653
8:91290001-91305000	8	91290001	91305000	0.131
8:91305001-91320000	8	91305001	91320000	0.291
8:91320001-91335000	8	91320001	91335000	0.243
8:91335001-91350000	8	91335001	91350000	0.392
8:91350001-91365000	8	91350001	91365000	0.092
8:91365001-91380000	8	91365001	91380000	0.459
8:91380001-91395000	8	91380001	91395000	0.315
8:91410001-91425000	8	91410001	91425000	-0.136
8:91425001-91440000	8	91425001	91440000	0.295
8:91440001-91455000	8	91440001	91455000	-0.247
8:91455001-91470000	8	91455001	91470000	0.101
8:91470001-91485000	8	91470001	91485000	-0.409
8:91485001-91500000	8	91485001	91500000	0.338
8:91500001-91515000	8	91500001	91515000	-0.19
8:91515001-91530000	8	91515001	91530000	0.229
8:91530001-91545000	8	91530001	91545000	0.347
8:91545001-91560000	8	91545001	91560000	0.097
8:91560001-91575000	8	91560001	91575000	0.013
8:91575001-91590000	8	91575001	91590000	-0.038
8:91590001-91605000	8	91590001	91605000	-0.281
8:91605001-91620000	8	91605001	91620000	0.191
8:91620001-91635000	8	91620001	91635000	0.324
8:91635001-91650000	8	91635001	91650000	0.553
8:91650001-91665000	8	91650001	91665000	0.192
8:91665001-91680000	8	91665001	91680000	0.614
8:91680001-91695000	8	91680001	91695000	0.368
8:91695001-91710000	8	91695001	91710000	0.268
8:91710001-91725000	8	91710001	91725000	0.267
8:91725001-91740000	8	91725001	91740000	-0.603
8:91740001-91755000	8	91740001	91755000	-0.17
8:91755001-91770000	8	91755001	91770000	-0.3
8:91770001-91785000	8	91770001	91785000	0.192
8:91785001-91800000	8	91785001	91800000	0.293
8:91800001-91815000	8	91800001	91815000	0.113
8:91815001-91830000	8	91815001	91830000	-0.242
8:91830001-91845000	8	91830001	91845000	0.224
8:91845001-91860000	8	91845001	91860000	0.108
8:91860001-91875000	8	91860001	91875000	0.036
8:91875001-91890000	8	91875001	91890000	0.305
8:91890001-91905000	8	91890001	91905000	0.067
8:91905001-91920000	8	91905001	91920000	0.476
8:91920001-91935000	8	91920001	91935000	0.288
8:91935001-91950000	8	91935001	91950000	0.285
8:91950001-91965000	8	91950001	91965000	0.442
8:91965001-91980000	8	91965001	91980000	0.294
8:91980001-91995000	8	91980001	91995000	0.305
8:91995001-92010000	8	91995001	92010000	0.077
8:92010001-92025000	8	92010001	92025000	0.53
8:92025001-92040000	8	92025001	92040000	0.023
8:92040001-92055000	8	92040001	92055000	0.2
8:92055001-92070000	8	92055001	92070000	0.089
8:92070001-92085000	8	92070001	92085000	-0.005
8:92085001-92100000	8	92085001	92100000	0.08
8:92100001-92115000	8	92100001	92115000	0.516
8:92115001-92130000	8	92115001	92130000	0.442
8:92130001-92145000	8	92130001	92145000	-0.078
8:92145001-92160000	8	92145001	92160000	-0.17
8:92160001-92175000	8	92160001	92175000	0.07
8:92175001-92190000	8	92175001	92190000	0.022
8:92190001-92205000	8	92190001	92205000	-0.082
8:92220001-92235000	8	92220001	92235000	-0.029
8:92235001-92250000	8	92235001	92250000	0.293
8:92250001-92265000	8	92250001	92265000	-0.112
8:92265001-92280000	8	92265001	92280000	-0.022
8:92280001-92295000	8	92280001	92295000	0.722
